Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2017-06-01,0.269231,0.415385,0.315385,1.000001,0.308956625,-0.046154,0.38287228032178,0.48487299721854,0.28087156342502,2418.71,2393.88,2411.8
2017-05-25,0.328571,0.371429,0.3,1.0,0.310680125,0.028571,0.38289471950465,0.48492304031423,0.28086639869506,2405.58,2352.72,2404.39
2017-05-18,0.238532,0.41896,0.342508,1.0,0.307381375,-0.103976,0.38286521933086,0.48491827210669,0.28081216655502,2405.77,2356.21,2357.03
2017-05-11,0.327338,0.370504,0.302158,1.0,0.321663,0.02518,0.38292988964662,0.4849815042946,0.28087827499864,2403.87,2379.75,2399.63
2017-05-04,0.380711,0.319797,0.299492,1.0,0.31970675,0.081219,0.38299096091812,0.48504475530935,0.28093716652688,2398.16,2379.75,2388.13
2017-04-27,0.380488,0.302439,0.317073,1.0,0.309617875,0.063415,0.38298835630044,0.48507378590123,0.28090292669965,2398.16,2335.05,2387.45
2017-04-20,0.257062,0.355932,0.387006,1.0,0.3094425,-0.129944,0.38294809937888,0.48505245511196,0.2808437436458,2355.22,2328.95,2338.17
2017-04-13,0.28972,0.336449,0.373832,1.000001,0.325386625,-0.084112,0.38294414356743,0.48508011982062,0.28080816731425,2378.36,2337.25,2344.93
2017-04-06,0.283019,0.320755,0.396226,1.0,0.33053525,-0.113207,0.38296451865672,0.48512899737046,0.28080003994297,2378.36,2344.73,2352.95
2017-03-30,0.302181,0.323988,0.373832,1.000001,0.339911,-0.071651,0.38296286558805,0.48515912496331,0.2807666062128,2363.78,2322.25,2361.13
2017-03-23,0.352785,0.342175,0.30504,1.0,0.343136125,0.047745,0.38297295765878,0.48520024788819,0.28074566742937,2390.01,2336.45,2348.45
2017-03-16,0.311688,0.301299,0.387013,1.0,0.338511625,-0.075325,0.383002781308,0.485254943848,0.280750618769,2390.01,2354.54,2385.26
2017-03-09,0.3,0.235,0.465,1.0,0.3458105,-0.165,0.383064534289,0.485318643402,0.280810425176,2400.98,2361.01,2362.98
2017-03-02,0.379085,0.264706,0.356209,1.0,0.362856,0.022876,0.383073255147,0.485358677107,0.280787833187,2400.98,2352.87,2395.96
2017-02-23,0.384615,0.292308,0.323077,1.0,0.373221125,0.061538,0.383076525593,0.485393802958,0.280759248228,2366.71,2322.17,2362.82
2017-02-16,0.330909,0.345455,0.323636,1.0,0.38210625,0.007273,0.383152856964,0.485456465949,0.28084924798,2351.31,2296.61,2347.22
2017-02-09,0.358025,0.365432,0.276543,1.0,0.396500625,0.081482,0.38319297375,0.485515970084,0.280869977416,2299.4,2271.65,2294.67
2017-02-02,0.327982,0.330275,0.341743,1.0,0.407569375,-0.013761,0.383232893684,0.485575436932,0.280890350435,2300.99,2267.21,2279.55
2017-01-26,0.315789,0.349282,0.334928,0.999999,0.420473,-0.019139,0.383264739049,0.485631394257,0.280898083841,2299.55,2257.02,2298.37
2017-01-19,0.370079,0.30315,0.326772,1.000001,0.43571825,0.043307,0.383274033813,0.485672079222,0.280875988405,2279.27,2254.25,2271.89
2017-01-12,0.436364,0.293939,0.269697,1.0,0.451825625,0.166667,0.383348750627,0.485735334667,0.280962166586,2282.1,2260.45,2275.32
2017-01-05,0.462006,0.285714,0.25228,1.0,0.4555965,0.209726,0.383355344201,0.485773700496,0.280936987905,2273.82,2233.62,2270.75
2016-12-29,0.455696,0.28692,0.257384,1.0,0.446456875,0.198312,0.38331572271,0.485753991741,0.28087745368,2273.82,2249.11,2249.92
2016-12-22,0.446064,0.262391,0.291545,1.0,0.419040375,0.154519,0.383251768989,0.485690368835,0.280813169144,2272.56,2253.77,2258.66
2016-12-15,0.446575,0.230137,0.323288,1.0,0.394226,0.123287,0.38325991897,0.485730190286,0.280789647654,2277.53,2208.93,2253.28
2016-12-08,0.431211,0.303901,0.264887,0.999999,0.3680785,0.166324,0.383219408548,0.485709145158,0.280729671938,2241.63,2187.44,2241.35
2016-12-01,0.437751,0.311245,0.251004,1.0,0.34601675,0.186747,0.383174549686,0.485680905767,0.280668193605,2214.1,2194.51,2198.81
2016-11-24,0.498938,0.280255,0.220807,1.0,0.327291125,0.278131,0.383075142228,0.485537075939,0.280613208516,2204.8,2172.2,2204.72
2016-11-17,0.466531,0.267748,0.26572,0.999999,0.294923875,0.200811,0.383009870907,0.485471030301,0.280548711512,2182.3,2100.59,2164.2
2016-11-10,0.388889,0.317778,0.293333,1.0,0.26764,0.095556,0.382874696912,0.48522641546,0.280522978365,2170.1,2083.79,2163.26
2016-11-03,0.236364,0.420455,0.343182,1.000001,0.25395125,-0.106818,0.382784167087,0.485104590134,0.28046374404,2147.13,2094.0,2097.94
2016-10-27,0.247549,0.411765,0.340686,1.0,0.26158925,-0.093137,0.382707075079,0.485013705633,0.280400444525,2154.790039,2130.090088,2139.429932
2016-10-20,0.237395,0.384454,0.378151,1.0,0.266395625,-0.140756,0.382664592172,0.484989545873,0.28033963847,2149.189941,2114.719971,2144.290039
2016-10-13,0.254717,0.408019,0.337264,1.0,0.273501625,-0.082547,0.38267336892,0.485030061473,0.280316676366,2169.600098,2128.840088,2139.179932
2016-10-06,0.287946,0.433036,0.279018,1.0,0.286118125,0.008928,0.382705600253,0.485123006642,0.280288193864,2175.300049,2144.01001,2159.72998
2016-09-29,0.24,0.388889,0.371111,1.0,0.2892405,-0.131111,0.382705600253,0.485123006642,0.280288193864,2179.98999,2139.570068,2171.370117
2016-09-22,0.24826,0.36891,0.382831,1.000001,0.2964745,-0.134571,0.382762073418,0.485187279309,0.280336867527,2165.110107,2119.899902,2163.120117
2016-09-15,0.279379,0.361419,0.359202,1.0,0.3045045,-0.079823,0.382718826472,0.48516205025,0.280275602695,2187.870117,2119.120117,2125.77002
2016-09-08,0.297468,0.417722,0.28481,1.0,0.3138635,0.012658,0.382675841572,0.485137295414,0.28021438773,2187.870117,2157.090088,2186.159912
2016-09-01,0.286,0.3987,0.3152,0.9999,0.322763,-0.0292,0.382667141408,0.485160513845,0.28017376897,2187.94,2157.09,2170.86
2016-08-25,0.294243,0.409382,0.296375,1.0,0.325834625,-0.002132,0.382669271574,0.485195141507,0.28014340164,2193.42,2168.5,2175.44
2016-08-18,0.355649,0.380753,0.263598,1.0,0.325194875,0.092051,0.382659753016,0.485217489766,0.280102016266,2193.81,2168.5,2182.22
2016-08-11,0.312925,0.419501,0.267574,1.0,0.308200875,0.045351,0.382676690597,0.485264818002,0.280088563193,2187.66,2152.56,2175.49
2016-08-04,0.297872,0.434397,0.26773,0.999999,0.30076925,0.030142,0.382708059758,0.485321260213,0.280094859304,2178.29,2147.58,2163.79
2016-07-28,0.3125,0.403409,0.284091,1.0,0.298324875,0.028409,0.38269619402,0.485340968334,0.280051419707,2175.629883,2159.070068,2166.580078
2016-07-21,0.354251,0.378543,0.267206,1.0,0.296971875,0.087045,0.38267698154,0.485351612606,0.280002350474,2175.63,2146.21,2173.02
2016-07-14,0.368664,0.387097,0.24424,1.000001,0.274879875,0.124424,0.382734243312,0.485416492962,0.280051993662,2156.449951,2074.02002,2152.429932
2016-07-07,0.310573,0.422907,0.26652,1.0,0.252969875,0.044053,0.3828188413,0.485479083281,0.28015859932,2108.709961,2042.689941,2099.72998
2016-06-30,0.289125,0.376658,0.334218,1.000001,0.2396585,-0.045093,0.382883781888,0.485544533,0.280223030776,2113.32,1991.68,2070.77
2016-06-23,0.219697,0.42803,0.352273,1.0,0.2314305,-0.132576,0.382910036375,0.485598294424,0.280221778326,2100.659912,2050.370117,2085.449951
2016-06-16,0.253472,0.371528,0.375,1.0,0.23817625,-0.121528,0.382939565773,0.485653970841,0.280225160705,2120.550049,2064.100098,2071.5
2016-06-09,0.278317,0.443366,0.278317,1.0,0.24824875,0.0,0.382953513738,0.485699267122,0.280207760354,2119.219971,2085.100098,2112.129883
2016-06-02,0.301676,0.407821,0.290503,1.0,0.24826925,0.011173,0.382978039642,0.485752073219,0.280204006065,2103.47998,2078.929932,2099.330078
2016-05-26,0.177515,0.5286,0.293886,1.000001,0.2507995,-0.116371,0.382996042866,0.485800502404,0.280191583329,2094.72998,2025.910034,2090.540039
2016-05-19,0.193384,0.465649,0.340967,1.0,0.26258575,-0.147583,0.383060440461,0.485866283743,0.280254597178,2083.290039,2034.48999,2047.630005
2016-05-12,0.204082,0.482993,0.312925,1.0,0.28063875,-0.108843,0.383116356823,0.485931382466,0.280301331179,2084.870117,2039.449951,2064.459961
2016-05-05,0.223301,0.473301,0.303398,1.0,0.292576875,-0.080097,0.383171467949,0.485996396417,0.28034653948,2099.889893,2045.550049,2051.120117
2016-04-28,0.273663,0.440329,0.286008,1.0,0.31136125,-0.012345,0.38320779923,0.486055704871,0.280359893589,2111.050049,2077.52002,2095.149902
2016-04-21,0.334052,0.426724,0.239224,1.0,0.317173125,0.094828,0.383246630295,0.486116125679,0.280377134911,2111.050049,2065.919922,2102.399902
2016-04-14,0.278481,0.472574,0.248945,1.0,0.31441,0.029536,0.38326520167,0.486165134828,0.280365268511,2083.179932,2033.800049,2082.419922
2016-04-07,0.321918,0.46347,0.214612,1.0,0.3140505,0.107306,0.383338488432,0.486230847506,0.280446129358,2075.070068,2042.560059,2066.659912
2016-03-31,0.271805,0.470588,0.257606,0.999999,0.297858875,0.014199,0.383373708682,0.486289785101,0.280457632263,2072.209961,2022.48999,2063.949951
2016-03-24,0.337808,0.425056,0.237136,1.0,0.29831725,0.100672,0.383466914414,0.486350448028,0.280583380801,2056.600098,2010.040039,2036.709961
2016-03-17,0.299587,0.431818,0.268595,1.0,0.293283125,0.030992,0.383503056665,0.486409861566,0.280596251763,2032.02002,1969.25,2027.219
2016-03-10,0.373576,0.382688,0.243736,1.0,0.282736,0.12984,0.38350485567,0.486444805138,0.280564906202,2009.13,1968.8,1989.26
2016-03-03,0.320158,0.387352,0.29249,1.0,0.2584125,0.027668,0.383506800774,0.486479922793,0.280533678755,1986.51,1891.0,1986.45
2016-02-25,0.311947,0.373894,0.314159,1.0,0.246110125,-0.002212,0.383588378065,0.486544586603,0.280632169526,1946.7,1871.44,1929.8
2016-02-18,0.275605,0.346369,0.378026,1.0,0.238457875,-0.102421,0.38371398385,0.486677255689,0.280750712011,1930.68,1810.1,1926.82
2016-02-11,0.192385,0.320641,0.486974,1.0,0.23698275,-0.294589,0.38371398385,0.486677255689,0.280750712011,1935.26,1828.46,1851.86
2016-02-04,0.275472,0.377358,0.34717,1.0,0.2427675,-0.071698,0.383766687783,0.486742364581,0.280791010985,1947.2,1872.23,1912.53
2016-01-28,0.297535,0.302817,0.399648,1.0,0.243965625,-0.102113,0.383786727684,0.486792706939,0.28078074843,1916.99,1812.29,1882.95
2016-01-21,0.21521,0.297735,0.487055,1.0,0.243640125,-0.271845,0.383833393528,0.486856375274,0.280810411781,1950.33,1812.29,1859.33
2016-01-14,0.178988,0.365759,0.455253,1.0,0.257189,-0.276265,0.383887689767,0.486921934877,0.280853444656,2021.94,1886.41,1890.28
2016-01-07,0.221739,0.395652,0.382609,1.0,0.273277,-0.16087,0.383890802333,0.486958378704,0.280823225962,2081.56,1979.05,1990.26
2015-12-31,0.250729,0.51312,0.236152,1.000001,0.2884,0.014577,0.383924713822,0.487050350989,0.280799076656,2081.56,2005.93,2063.36
2015-12-24,0.263804,0.421268,0.314928,1.0,0.305808875,-0.051124,0.383924713822,0.487050350989,0.280799076656,2076.72,1993.26,2064.29
2015-12-17,0.238663,0.367542,0.393795,1.0,0.323323625,-0.155132,0.383941531818,0.487098553674,0.280784509962,2080.33,1993.26,2073.07
2015-12-10,0.285057,0.416092,0.298851,1.0,0.33694775,-0.013794,0.383977892788,0.487158572841,0.280797212734,2104.27,2036.53,2047.62
2015-12-03,0.294931,0.493088,0.211982,1.000001,0.343917625,0.082949,0.384022228869,0.487221803571,0.280822654167,2104.27,2070.29,2079.51
2015-11-26,0.323601,0.416058,0.260341,1.0,0.353956,0.06326,0.384031300586,0.487263849996,0.280798751175,2097.06,2051.99,2090.11
2015-11-19,0.307692,0.386813,0.305495,1.0,0.34863825,0.002197,0.383997229818,0.487254755276,0.280739704359,2086.94,2019.39,2083.58
2015-11-12,0.342723,0.42723,0.230047,1.0,0.350326625,0.112676,0.383946409772,0.487218368784,0.28067445076,2116.48,2068.24,2075.0
2015-11-05,0.39,0.424,0.186,1.0,0.349066875,0.204,0.383899636897,0.487189008161,0.280610265633,2116.48,2058.84,2102.31
2015-10-29,0.403922,0.390196,0.205882,1.0,0.34362925,0.19804,0.383859086106,0.487169947155,0.280548225057,2090.35,2017.22,2090.35
2015-10-22,0.347656,0.412109,0.240234,0.999999,0.333619375,0.107422,0.383787193338,0.48714600709,0.280428379586,2039.12,1990.73,2018.94
2015-10-15,0.340816,0.387755,0.271429,1.0,0.330787375,0.069387,0.383787193338,0.48714600709,0.280428379586,2022.34,1971.99,1994.24
2015-10-08,0.375238,0.342857,0.281905,1.0,0.32171025,0.093333,0.38367658862,0.487051786525,0.280301390715,1999.31,1871.91,1995.83
2015-10-01,0.281059,0.319756,0.399185,1.0,0.312870375,-0.118126,0.38367658862,0.487051786525,0.280301390715,1979.64,1871.91,1884.09
2015-09-24,0.321199,0.391863,0.286938,1.0,0.308136375,0.034261,0.383622364529,0.487009652289,0.280235076768,2020.86,1939.19,1966.97
2015-09-17,0.332645,0.376033,0.291322,1.0,0.294368375,0.041323,0.383618915521,0.487039985057,0.280197845984,1997.26,1927.3,1995.31
2015-09-10,0.346499,0.303411,0.35009,1.0,0.29346275,-0.003591,0.383715412844,0.487101596639,0.280329229049,1988.63,1903.07,1942.04
2015-09-03,0.323843,0.359431,0.316726,1.0,0.288663875,0.007117,0.383804702295,0.487165925219,0.280443479371,1993.48,1867.08,1948.86
2015-08-27,0.325,0.292308,0.382692,1.0,0.28306725,-0.057692,0.383900771654,0.487227792557,0.28057375075,2103.47,1867.01,1940.51
2015-08-20,0.268199,0.398467,0.333333,0.999999,0.270707375,-0.065134,0.383985593565,0.487293463551,0.28067772358,2103.47,2052.09,2079.61
2015-08-13,0.304519,0.333988,0.361493,1.0,0.281627,-0.056974,0.384048694481,0.487361155596,0.280736233365,2112.66,2052.09,2086.05
2015-08-06,0.243187,0.440252,0.316562,1.000001,0.2753225,-0.073375,0.384143401052,0.487423729913,0.280863072191,2114.24,2063.52,2099.84
2015-07-30,0.211055,0.38191,0.407035,1.0,0.269971,-0.19598,0.384232798026,0.487488233909,0.280977362144,2132.82,2063.52,2108.57
2015-07-23,0.3254,0.4187,0.256,1.0001,0.277764,0.0694,0.384301826201,0.487556177901,0.281047474502,2132.82,2102.49,2114.15
2015-07-16,0.308108,0.459459,0.232432,0.999999,0.270841375,0.075676,0.384423866842,0.487691304251,0.281156429434,2114.14,2044.02,2107.4
2015-07-09,0.27907,0.429175,0.291755,1.0,0.26384275,-0.012685,0.384423866842,0.487691304251,0.281156429434,2098.63,2044.02,2046.68
2015-07-02,0.226121,0.423002,0.350877,1.0,0.26238925,-0.124756,0.384483352902,0.487758863526,0.281207842279,2128.03,2056.32,2077.42
2015-06-25,0.355556,0.427778,0.216667,1.000001,0.2679445,0.138889,0.384502385479,0.487809337714,0.281195433244,2129.87,2082.1,2108.58
2015-06-18,0.254083,0.402904,0.343013,1.0,0.26204525,-0.08893,0.384606951091,0.487941748349,0.281272153832,2115.02,2072.14,2100.44
2015-06-11,0.200375,0.473783,0.325843,1.000001,0.269622375,-0.125468,0.384606951091,0.487941748349,0.281272153832,2121.92,2072.14,2105.2
2015-06-04,0.273399,0.480296,0.246305,1.0,0.284659875,0.027094,0.384654640873,0.488006969847,0.281302311899,2126.22,2099.14,2114.07
2015-05-28,0.270019,0.478585,0.251397,1.000001,0.286362,0.018622,0.384674762409,0.488058345739,0.281291179079,2134.72,2099.18,2123.48
2015-05-21,0.252119,0.497881,0.25,1.0,0.296853625,0.002119,0.384685365563,0.488102377019,0.281268354107,2134.72,2085.57,2125.85
2015-05-14,0.267442,0.468992,0.263566,1.0,0.313376,0.003876,0.384734479125,0.488168157082,0.281300801169,2117.69,2067.93,2098.48
2015-05-07,0.270563,0.461039,0.268398,1.0,0.313896375,0.002165,0.384797880637,0.488236534563,0.28135922671,2120.95,2067.93,2080.15
2015-04-30,0.308362,0.472125,0.219512,0.999999,0.319571125,0.08885,0.384907436629,0.48829287048,0.281522002778,2125.92,2091.05,2106.85
2015-04-23,0.3147,0.453416,0.231884,1.0,0.330779125,0.082816,0.384907436629,0.48829287048,0.281522002778,2111.91,2072.37,2107.96
2015-04-16,0.320675,0.451477,0.227848,1.0,0.348158,0.092827,0.384907436629,0.48829287048,0.281522002778,2111.91,2073.3,2106.63
2015-04-09,0.287016,0.471526,0.241458,1.0,0.3668485,0.045558,0.384907436629,0.48829287048,0.281522002778,2089.81,2048.38,2081.9
2015-04-02,0.353952,0.32646,0.319588,1.0,0.3809715,0.034364,0.384907436629,0.48829287048,0.281522002778,2107.63,2045.5,2059.69
2015-03-26,0.384298,0.371901,0.243802,1.000001,0.381096125,0.140496,0.384907436629,0.48829287048,0.281522002778,2114.86,2061.05,2061.05
2015-03-19,0.271605,0.41358,0.314815,1.0,0.388273625,-0.04321,0.384907436629,0.48829287048,0.281522002778,2106.85,2039.69,2099.5
2015-03-12,0.315961,0.429967,0.254072,1.0,0.400751625,0.061889,0.384907436629,0.48829287048,0.281522002778,2115.76,2039.69,2040.24
2015-03-05,0.398026,0.368421,0.233553,1.0,0.418888875,0.164473,0.384907436629,0.48829287048,0.281522002778,2119.59,2087.62,2098.53
2015-02-26,0.453731,0.343284,0.202985,1.0,0.420394625,0.250746,0.384907436629,0.48829287048,0.281522002778,2119.59,2085.44,2113.86
2015-02-19,0.470199,0.350993,0.178808,1.0,0.428350125,0.291391,0.384907436629,0.48829287048,0.281522002778,2101.3,2041.88,2099.68
2015-02-12,0.4,0.396721,0.203279,1.0,0.4332545,0.196721,0.384907436629,0.48829287048,0.281522002778,2073.48,2022.71,2068.53
2015-02-05,0.354949,0.320819,0.324232,1.0,0.4316735,0.030717,0.384907436629,0.48829287048,0.281522002778,2057.62,1980.9,2050.03
2015-01-29,0.441718,0.334356,0.223926,1.0,0.443576375,0.217792,0.384907436629,0.48829287048,0.281522002778,2064.62,2001.49,2002.16
2015-01-22,0.371429,0.320635,0.307937,1.000001,0.441708875,0.063492,0.384907436629,0.48829287048,0.281522002778,2056.93,1988.12,2032.12
2015-01-15,0.461059,0.323988,0.214953,1.0,0.46046175,0.246106,0.384907436629,0.48829287048,0.281522002778,2064.43,1988.44,2011.27
2015-01-08,0.410072,0.31295,0.276978,1.0,0.464226375,0.133094,0.384907436629,0.48829287048,0.281522002778,2093.55,1992.44,2025.9
2015-01-01,0.517375,0.289575,0.19305,1.0,0.485381125,0.324325,0.384907436629,0.48829287048,0.281522002778,2093.55,2017.34,2020.58
2014-12-25,0.509434,0.301887,0.188679,1.0,0.4865695,0.320755,0.384907436629,0.48829287048,0.281522002778,2093.55,2018.98,2090.57
2014-12-18,0.387352,0.343874,0.268775,1.000001,0.484604125,0.118577,0.384907436629,0.48829287048,0.281522002778,2060.6,2002.33,2012.89
2014-12-11,0.450172,0.32646,0.223368,1.0,0.4982945,0.226804,0.384907436629,0.48829287048,0.281522002778,2079.47,2024.26,2026.14
2014-12-04,0.426778,0.313808,0.259414,1.0,0.49535175,0.167364,0.384907436629,0.48829287048,0.281522002778,2076.28,2049.57,2074.33
2014-11-27,0.521452,0.270627,0.207921,1.0,0.491851125,0.313531,0.384907436629,0.48829287048,0.281522002778,2075.76,2040.37,2067.56
2014-11-20,0.491176,0.270588,0.238235,0.999999,0.4709405,0.252941,0.384907436629,0.48829287048,0.281522002778,2056.08,2030.44,2048.72
2014-11-13,0.57931,0.227586,0.193103,0.999999,0.461839375,0.386207,0.384907436629,0.48829287048,0.281522002778,2041.28,2001.01,2038.25
2014-11-06,0.526882,0.322581,0.150538,1.000001,0.442220625,0.376344,0.384907436629,0.48829287048,0.281522002778,2024.46,1964.14,2023.57
2014-10-30,0.493711,0.295597,0.210692,1.0,0.426841125,0.283019,0.384907436629,0.48829287048,0.281522002778,1991.4,1909.38,1982.3
2014-10-23,0.496875,0.278125,0.225,1.0,0.4209705,0.271875,0.384907436629,0.48829287048,0.281522002778,1949.31,1820.66,1927.11
2014-10-16,0.42663,0.236413,0.336957,1.0,0.423765,0.089673,0.384907436629,0.48829287048,0.281522002778,1970.36,1820.66,1862.49
2014-10-09,0.398773,0.291411,0.309816,1.0,0.428071,0.088957,0.384907436629,0.48829287048,0.281522002778,1985.17,1925.25,1968.89
2014-10-02,0.354167,0.336806,0.309028,1.000001,0.42798925,0.045139,0.384907436629,0.48829287048,0.281522002778,1999.79,1941.72,1946.16
2014-09-25,0.418367,0.29932,0.282313,1.0,0.422327,0.136054,0.384907436629,0.48829287048,0.281522002778,2019.26,1978.63,1998.3
2014-09-18,0.42236,0.347826,0.229814,1.0,0.408934125,0.192546,0.384907436629,0.48829287048,0.281522002778,2010.74,1978.48,2001.57
2014-09-11,0.403846,0.330128,0.266026,1.0,0.393176125,0.13782,0.384907436629,0.48829287048,0.281522002778,2011.17,1982.99,1995.69
2014-09-04,0.446746,0.313609,0.239645,1.0,0.3831485,0.207101,0.384907436629,0.48829287048,0.281522002778,2009.28,1990.52,2000.72
2014-08-28,0.519231,0.288462,0.192308,1.000001,0.37435575,0.326923,0.384907436629,0.48829287048,0.281522002778,2005.04,1972.73,2000.12
2014-08-21,0.461078,0.302395,0.236527,1.0,0.35758625,0.224551,0.384907436629,0.48829287048,0.281522002778,1988.57,1928.29,1986.51
2014-08-14,0.398119,0.332288,0.269592,0.999999,0.3464775,0.128527,0.384907436629,0.48829287048,0.281522002778,1936.34,1904.78,1946.72
